Title,Year,Source title,DOI,Link,Funding Details,Correspondence Address,Language of Original Document,Document Type,Open Access,Source
"Teacher-student interaction on wikis: Fostering collaborative learning and writing",2019,"Learning, Culture and Social Interaction","10.1016/j.lcsi.2018.12.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060075835&doi=10.1016%2fj.lcsi.2018.12.002&partnerID=40&md5=1067641900fa81dc57cb7dd1fb6d97cc","Public Authority for Applied Education and Training","Alghasab, M.; College of Basic Education (PAAET)Kuwait; email: mb.alghasab@paaet.edu.kw","English",Article,"All Open Access, Green",Scopus
"Evaluating Algibon adsorbent and adsorption kinetics for launderette water treatment: towards sustainable water management",2019,"Water and Environment Journal","10.1111/wej.12412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053935485&doi=10.1111%2fwej.12412&partnerID=40&md5=9d5293c1ed02070592d0f4be658f736b",,"Tony, M.A.; Green Chemistry Centre of Excellence, United Kingdom; email: dr.maha.tony@gmail.com","English",Article,"All Open Access, Green",Scopus
"MANTIS: A real-time quantitative multispectral imaging system for fusion plasmas",2019,"Review of Scientific Instruments","10.1063/1.5115569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076030230&doi=10.1063%2f1.5115569&partnerID=40&md5=8ca6e0148089afed09f9f5b346cf43c4","Horizon 2020 Framework Programme; Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung",,"English",Article,"All Open Access, Green",Scopus
"Computing the self-consistent field in Kohn-Sham density functional theory",2019,"Journal of Physics Condensed Matter","10.1088/1361-648X/ab31c0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071710285&doi=10.1088%2f1361-648X%2fab31c0&partnerID=40&md5=771b9bbaf1bdbcb91e2a14a42f7f72b8","Engineering and Physical Sciences Research Council","Woods, N.D.; Theory of Condensed Matter, United Kingdom; email: nw361@cam.ac.uk","English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Model based system assurance using the structured assurance case metamodel",2019,"Journal of Systems and Software","10.1016/j.jss.2019.05.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065495606&doi=10.1016%2fj.jss.2019.05.013&partnerID=40&md5=ed7496d2ecfa475dc9892588ff9db017","Horizon 2020 Framework Programme; Horizon 2020","Wei, R.; Department of Computer Science, United Kingdom; email: ran.wei@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Transforming community well-being through patients' lived experiences",2019,"Journal of Business Research","10.1016/j.jbusres.2018.12.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059178511&doi=10.1016%2fj.jbusres.2018.12.029&partnerID=40&md5=0ef03b044561741a9c8ba63880e0bddf",,"Gallan, A.S.; Florida Atlantic University, 777 Glades Road, United States; email: agallan@fau.edu","English",Article,"All Open Access, Green",Scopus
"Rethinking health systems in the context of urbanisation: Challenges from four rapidly urbanising low-income and middle-income countries",2019,"BMJ Global Health","10.1136/bmjgh-2019-001501","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067543211&doi=10.1136%2fbmjgh-2019-001501&partnerID=40&md5=2f05c198ea4775edf6e94136323c4d23","Medical Research Council","Elsey, H.; Department of Health Sciences, United Kingdom; email: helen.elsey@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Magnetically recoverable graphene oxide supported Co@Fe3O4/L-dopa for C-C cross-coupling and oxidation reactions in aqueous medium",2019,"Molecular Catalysis","10.1016/j.mcat.2019.02.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062478773&doi=10.1016%2fj.mcat.2019.02.023&partnerID=40&md5=e0125f2f5995c23026abfd957a9a0b35",,"Paul, S.; Department of Chemistry, India; email: paul7@rediffmail.com","English",Article,"All Open Access, Green",Scopus
"The accidental environmentalists: Factors affecting farmers’ adoption of pro-environmental activities in England and Ontario",2019,"Journal of Rural Studies","10.1016/j.jrurstud.2019.01.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061118275&doi=10.1016%2fj.jrurstud.2019.01.013&partnerID=40&md5=4cdf033a7f3ade2bdb66298be46d291f","University of Kentucky; Canadian Association of Palynologists; Social Sciences and Humanities Research Council of Canada; European Commission","Marr, E.J.; Environment Department, Wentworth Way, Heslington, United Kingdom; email: emarr@alumni.uoguelph.ca","English",Article,"All Open Access, Green",Scopus
"Capturing teacher priorities: Using real-world eye-tracking to investigate expert teacher priorities across two cultures",2019,"Learning and Instruction","10.1016/j.learninstruc.2017.12.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039546395&doi=10.1016%2fj.learninstruc.2017.12.003&partnerID=40&md5=c2ccb764c0213ad19e98fc2544372f2b","Economic and Social Research Council","McIntyre, N.A.75 Principal Rise, Dringhouses, United Kingdom; email: n.mcintyre@sheffield.ac.uk","English",Article,"All Open Access, Green",Scopus
"Energy-Aware Resource Management in Heterogeneous Cellular Networks with Hybrid Energy Sources",2019,"IEEE Transactions on Network and Service Management","10.1109/TNSM.2018.2866533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052689319&doi=10.1109%2fTNSM.2018.2866533&partnerID=40&md5=23e31e26e77bf00cb89b6bdf1cfdc4ee","Departamento Administrativo de Ciencia, Tecnología e Innovación (COLCIENCIAS); Ministerio de Economía y Competitividad","Fletscher, L.A.; Department of Electronic Engineering, Colombia; email: luisfletscher@gmail.com","English",Article,"All Open Access, Green",Scopus
"The Critical Impact of Material and Process Compatibility on the Active Layer Morphology and Performance of Organic Ternary Solar Cells",2019,"Advanced Energy Materials","10.1002/aenm.201802293","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056789224&doi=10.1002%2faenm.201802293&partnerID=40&md5=39385213c5d1fffe940194368577e152","Office of Naval Research","Kim, J.-H.; Korea Institute of Science and Technology (KIST), South Korea; email: jhk9450@gmail.com","English",Article,"",Scopus
"The molecular basis of endolytic activity of a multidomain alginate lyase from Defluviitalea phaphyphila, a representative of a new lyase family, PL39",2019,"Journal of Biological Chemistry","10.1074/jbc.RA119.010716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075814980&doi=10.1074%2fjbc.RA119.010716&partnerID=40&md5=a8b57e26e827633f8af51c7ce3671687","Royal Society; National Natural Science Foundation of China; China Scholarship Council; Qingdao Municipal Science and Technology Bureau","Ji, S.; Shandong Provincial Key Laboratory of Energy Genetics, 189 Songling Road, China; email: jisq@qibebt.ac.cn","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Variability of polycyclic aromatic hydrocarbons and their oxidative derivatives in wintertime Beijing, China",2019,"Atmospheric Chemistry and Physics","10.5194/acp-19-8741-2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069048462&doi=10.5194%2facp-19-8741-2019&partnerID=40&md5=fa36fcae275bd779aceb3b2f5f4a92fd","Natural Environment Research Council","Elzein, A.; Wolfson Atmospheric Chemistry Laboratories, United Kingdom; email: atallah.elzein@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Zimbabwe: The coup that never was, and the election that could have been",2019,"African Affairs","10.1093/afraf/adz009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070355335&doi=10.1093%2fafraf%2fadz009&partnerID=40&md5=34530407ada08e23e3bda2b7aa29bd99","King Abdulaziz City for Science and Technology; National Plan for Science, Technology and Innovation",,"English",Review,"",Scopus
"Lipid production through the single-step microwave hydrolysis of macroalgae using the oleaginous yeast Metschnikowia pulcherrima",2019,"Algal Research","10.1016/j.algal.2019.101411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059852455&doi=10.1016%2fj.algal.2019.101411&partnerID=40&md5=6b49530b6d446b4b03cb03f0e28253d5","Multiple Sclerosis Center of Atlanta; Horizon 2020 Framework Programme; Engineering and Physical Sciences Research Council; Biotechnology and Biological Sciences Research Council; Innovate UK","Fan, J.; Green Chemistry Centre of Excellence, Heslington, United Kingdom; email: alice.fan@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Enzymatic synthesis of unsaturated polyesters: Functionalization and reversibility of the aza-Michael addition of pendants",2019,"Polymer Chemistry","10.1039/c8py01655k","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061524829&doi=10.1039%2fc8py01655k&partnerID=40&md5=d7a8620ac2ce7d43e5d96e7d9c20159d","Engineering and Physical Sciences Research Council; Biotechnology and Biological Sciences Research Council; Austrian Science Fund","Pellis, A.; University of York, United Kingdom; email: ale.pellis@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Enzymatic Production and Enzymatic-Mass Spectrometric Fingerprinting Analysis of Chitosan Polymers with Different Nonrandom Patterns of Acetylation",2019,"Journal of the American Chemical Society","10.1021/jacs.8b12561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061857098&doi=10.1021%2fjacs.8b12561&partnerID=40&md5=0506810e1c5a7b665126f6e840c76e73",,"Moerschbacher, B.M.; Institute for Biology and Biotechnology of Plants, Schlossplatz 8, Germany; email: moersch@uni-muenster.de","English",Article,"",Scopus
"Reinforcement Learning Based MAC Protocol (UW-ALOHA-Q) for Underwater Acoustic Sensor Networks",2019,"IEEE Access","10.1109/ACCESS.2019.2953801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077755880&doi=10.1109%2fACCESS.2019.2953801&partnerID=40&md5=25b2d3b6e7ef63b580ea536bd28e9d6a","Engineering and Physical Sciences Research Council","Park, S.H.; Department of Electronic Engineering, United Kingdom; email: sp1356@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Sadism: Review of an elusive construct",2019,"Personality and Individual Differences","10.1016/j.paid.2019.07.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069619496&doi=10.1016%2fj.paid.2019.07.010&partnerID=40&md5=59fdf58589fee01f3470e87d3e2e93b1",,,"English",Review,"All Open Access, Green",Scopus
"Microwave-assisted hydrothermal extraction of non-structural carbohydrates and hemicelluloses from tobacco biomass",2019,"Carbohydrate Polymers","10.1016/j.carbpol.2019.115043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068479896&doi=10.1016%2fj.carbpol.2019.115043&partnerID=40&md5=216d70cde53149561a131007a6bbd778","Chinese Academy of Agricultural Sciences; National Basic Research Program of China (973 Program); Agricultural Science and Technology Innovation Program","Li, Y.; Marine Agriculture Research Center, China; email: liyiqiang@caas.cn","English",Article,"All Open Access, Green",Scopus
"Does fiscal decentralization affect regional disparities in health? Quasi-experimental evidence from Italy",2019,"Regional Science and Urban Economics","10.1016/j.regsciurbeco.2019.103465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070965713&doi=10.1016%2fj.regsciurbeco.2019.103465&partnerID=40&md5=ea53c1a226cf9f0b73115eb476394dbb","Harvard Business School; Trinity College Dublin; Rijksuniversiteit Groningen; UniversitÃ  degli Studi di Padova; UniversitÃ  degli Studi del Piemonte Orientale; UniversitÃ  degli Studi di Ferrara","Piacenza, M.; University of Piemonte Orientale – Dept. of Economics and Business (DISEI), Via Perrone 18, Italy; email: massimiliano.piacenza@uniupo.it","English",Article,"All Open Access, Green",Scopus
"Synthesis of Oxazolidinones by using Carbon Dioxide as a C1 Building Block and an Aluminium-Based Catalyst",2019,"ChemSusChem","10.1002/cssc.201901171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068230157&doi=10.1002%2fcssc.201901171&partnerID=40&md5=9cf468eb3d865e989ec709d0b5b4adef","M.S.I. Foundation; Science and Engineering Research Board","North, M.; Department of Chemistry, United Kingdom; email: michael.north@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Ultra-Compact Tuneable Notch Filter Using Silicon Photonic Crystal Ring Resonator",2019,"Journal of Lightwave Technology","10.1109/JLT.2019.2908364","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066477857&doi=10.1109%2fJLT.2019.2908364&partnerID=40&md5=96655b76a0ea9f7b31df36c760573a2f",,"Ciminelli, C.; Optoelectronics Laboratory, Italy; email: caterina.ciminelli@poliba.it","English",Article,"",Scopus
"Calculating temperature-dependent properties of Nd2Fe14 B permanent magnets by atomistic spin model simulations",2019,"Physical Review B","10.1103/PhysRevB.99.214409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067172328&doi=10.1103%2fPhysRevB.99.214409&partnerID=40&md5=53d7493ace17eb6dabc69eb4e587077c","",,"English",Article,"All Open Access, Green",Scopus
"Shape staggering of midshell mercury isotopes from in-source laser spectroscopy compared with density-functional-theory and Monte Carlo shell-model calculations",2019,"Physical Review C","10.1103/PhysRevC.99.044306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064411974&doi=10.1103%2fPhysRevC.99.044306&partnerID=40&md5=26dbd4fdef021674f47f46b18c411466","Seventh Framework Programme; Science and Technology Facilities Council; Japan Society for the Promotion of Science; Ministry of Education, Culture, Sports, Science and Technology; Fonds De La Recherche Scientifique - FNRS; Agentschap voor Innovatie door Wetenschap en Technologie; Horizon 2020; Institut National de Physique Nucléaire et de Physique des Particules",,"English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Observation of the competing fission modes in 178 Pt",2019,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics","10.1016/j.physletb.2019.02.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061368367&doi=10.1016%2fj.physletb.2019.02.006&partnerID=40&md5=3830f015b516894c7a84b2d76b743940","U.S. Department of Energy; Office of Science; Science and Technology Facilities Council; Narodowe Centrum Nauki; Japan Atomic Energy Agency","Tsekhanovich, I.; CENBG, France; email: tsekhano@cenbg.in2p3.fr","English",Article,"All Open Access, Gold, Green",Scopus
"Orientational order in the splay nematic ground state",2019,"Physical Chemistry Chemical Physics","10.1039/c9cp03581h","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071714613&doi=10.1039%2fc9cp03581h&partnerID=40&md5=65b7f2f44a1ad94545825d12c4183b1b","Engineering and Physical Sciences Research Council; Javna Agencija za Raziskovalno Dejavnost RS","Mandle, R.J.; Department of Chemistry, United Kingdom; email: richard.mandle@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"An improved understanding of the roles of atomic processes and power balance in divertor target ion current loss during detachment",2019,"Nuclear Fusion","10.1088/1741-4326/ab4251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075974124&doi=10.1088%2f1741-4326%2fab4251&partnerID=40&md5=0a98dae74394fa6c5a8f364e222a0ad2","Horizon 2020 Framework Programme","Verhaegh, K.; York Plasma Institute, United Kingdom of Great Britain and Northern Ireland, United Kingdom","English",Article,"All Open Access, Green",Scopus
"Control of electron dynamics, radical and metastable species generation in atmospheric pressure RF plasma jets by Voltage Waveform Tailoring",2019,"Plasma Sources Science and Technology","10.1088/1361-6595/ab38ea","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073191038&doi=10.1088%2f1361-6595%2fab38ea&partnerID=40&md5=d18e1e1237830f4fc49375cdd8c2beaf","Engineering and Physical Sciences Research Council","Korolov, I.; Department of Electrical Engineering and Information Science, Germany; email: korolov@aept.rub.de","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Enhancing the Efficiency of a Dye-Sensitized Solar Cell Based on a Metal Oxide Nanocomposite Gel Polymer Electrolyte",2019,"ACS Applied Materials and Interfaces","10.1021/acsami.9b07062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070797115&doi=10.1021%2facsami.9b07062&partnerID=40&md5=cebb127785c5aa6f27719d8b1d954853","University of York; Seventh Framework Programme; Royal Society; Royal Commission for the Exhibition of 1851; Durham University","Avestro, A.-J.; Department of Chemistry, Stockton Road, United Kingdom; email: alyssa-jennifer.avestro@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"SOLPS-ITER simulations of the TCV divertor upgrade",2019,"Plasma Physics and Controlled Fusion","10.1088/1361-6587/ab2b1f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070570236&doi=10.1088%2f1361-6587%2fab2b1f&partnerID=40&md5=c3bf784353e6a4a4cb8a57b6dbdeb630","Horizon 2020 Framework Programme",,"English",Article,"All Open Access, Green",Scopus
"Cretaceous dinosaur bone contains recent organic material and provides an environment conducive to microbial communities",2019,"eLife","10.7554/eLife.46205.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068400337&doi=10.7554%2feLife.46205.001&partnerID=40&md5=15576a4f1db7e0c3703b4355ec04baa0","Princeton University; Leverhulme Trust","Saitta, E.T.; Institute of Deep-Sea Science and Engineering, China; email: evansaitta@gmail.com","English",Article,"All Open Access, Gold, Green",Scopus
"Assembling integrable σ-models as affine Gaudin models",2019,"Journal of High Energy Physics","10.1007/JHEP06(2019)017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067187308&doi=10.1007%2fJHEP06%282019%29017&partnerID=40&md5=60d402a7a3067e1ab071e816883378b4",,"Delduc, F.; Univ Lyon, France; email: francois.delduc@ens-lyon.fr","English",Article,"All Open Access, Gold, Green",Scopus
"Reaction Monitoring Using SABRE-Hyperpolarized Benchtop (1 T) NMR Spectroscopy",2019,"Analytical Chemistry","10.1021/acs.analchem.9b00729","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066918087&doi=10.1021%2facs.analchem.9b00729&partnerID=40&md5=f80749027dc589162c1db7328214c252","Pfizer; University of York; Wellcome Trust; Engineering and Physical Sciences Research Council","Halse, M.E.; Centre for Hyperpolarisation in Magnetic Resonance, United Kingdom; email: meghan.halse@york.ac.uk
Duckett, S.B.; Centre for Hyperpolarisation in Magnetic Resonance, United Kingdom; email: simon.duckett@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"NEDA—NEutron Detector Array",2019,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","10.1016/j.nima.2019.02.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061825968&doi=10.1016%2fj.nima.2019.02.021&partnerID=40&md5=3e7cbc36f05687753fd1bd8eae09161f","Science and Technology Facilities Council; Generalitat de Catalunya; Generalitat Valenciana; Vetenskapsrådet; Türkiye Bilimsel ve Teknolojik Araştirma Kurumu; Narodowym Centrum Nauki; European Regional Development Fund","Valiente-Dobón, J.J.; Istituto Nazionale di Fisica Nucleare, Italy; email: valiente@lnl.infn.it","English",Article,"All Open Access, Green",Scopus
"Socioeconomic inequality in life expectancy in India",2019,"BMJ Global Health","10.1136/bmjgh-2019-001445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065697706&doi=10.1136%2fbmjgh-2019-001445&partnerID=40&md5=698f1ad33662f78d5efeb1b6551c8825","Bill and Melinda Gates Foundation; Rockefeller Foundation","Asaria, M.; LSE Health, United Kingdom; email: m.asaria@lse.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Low-density hydrodynamic optical-field-ionized plasma channels generated with an axicon lens",2019,"Physical Review Accelerators and Beams","10.1103/PhysRevAccelBeams.22.041302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064166063&doi=10.1103%2fPhysRevAccelBeams.22.041302&partnerID=40&md5=56fca932d9c6a307209037b233c3fd47","National Science Foundation; U.S. Department of Energy; U.S. Department of Homeland Security; Air Force Office of Scientific Research; Horizon 2020 Framework Programme; Engineering and Physical Sciences Research Council; Science and Technology Facilities Council; Helmholtz Association",,"English",Article,"All Open Access, Gold, Green",Scopus
"Optimal phase space sampling for Monte Carlo simulations of Heisenberg spin systems",2019,"Journal of Physics Condensed Matter","10.1088/1361-648X/aaf852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060376571&doi=10.1088%2f1361-648X%2faaf852&partnerID=40&md5=dba6e18263a11cc0bdfa0bb7efd1ca32","National Science Foundation; Office of Science; Engineering and Physical Sciences Research Council","Alzate-Cardona, J.D.; Departamento de Fisica y Quimica, Colombia; email: jdalzatec@unal.edu.co","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Measuring proteins in H2O with 2D-IR spectroscopy",2019,"Chemical Science","10.1039/c9sc01590f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068517570&doi=10.1039%2fc9sc01590f&partnerID=40&md5=5ec17b1e08b2df906c0b44bf2feb6997","Medical Research Council","Hunt, N.T.; Department of Chemistry, United Kingdom; email: neil.hunt@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Identification and characterization of a direct activator of a gene transfer agent",2019,"Nature Communications","10.1038/s41467-019-08526-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061162770&doi=10.1038%2fs41467-019-08526-1&partnerID=40&md5=0df998f35a44d0ec55b4d83de4a079f7","","Fogg, P.C.M.; Biology Department, Wentworth Way, United Kingdom; email: paul.fogg@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Height-from-Polarisation with Unknown Lighting or Albedo",2019,"IEEE Transactions on Pattern Analysis and Machine Intelligence","10.1109/TPAMI.2018.2868065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052887533&doi=10.1109%2fTPAMI.2018.2868065&partnerID=40&md5=29733eb79aa4e6918bb14ffa83c2b14a","Office of Naval Research; Engineering and Physical Sciences Research Council","Smith, W.A.P.; Department of Computer Science, United Kingdom; email: william.smith@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Screening Doping Strategies to Mitigate Electron Trapping at Anatase TiO2 Surfaces",2019,"Journal of Physical Chemistry C","10.1021/acs.jpcc.9b05840","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072552418&doi=10.1021%2facs.jpcc.9b05840&partnerID=40&md5=4456d2a5140c39a273bf52016bd01819","Engineering and Physical Sciences Research Council","Carey, J.J.; Department of Physics, United Kingdom; email: john.carey@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Huge power factor in p-type half-Heusler alloys NbFeSb and TaFeSb",2019,"JPhys Materials","10.1088/2515-7639/ab16fb","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102006585&doi=10.1088%2f2515-7639%2fab16fb&partnerID=40&md5=1a99d883481062fa435df391908e3edc","Engineering and Physical Sciences Research Council","Naydenov, G.A.; Department of Physics, United Kingdom; email: gan503@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Resin Swelling in Mixed Solvents Analysed using Hansen Solubility Parameter Space",2019,"Chemistry - A European Journal","10.1002/chem.201900228","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062620436&doi=10.1002%2fchem.201900228&partnerID=40&md5=f4a3ef4a5a9c44a1d6b84117f3f469c6",,"North, M.; Green chemistry Centre of Excellence, United Kingdom; email: Michael.north@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Life-Cycle Assessment of Microwave-Assisted Pectin Extraction at Pilot Scale",2019,"ACS Sustainable Chemistry and Engineering","10.1021/acssuschemeng.8b06052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062391201&doi=10.1021%2facssuschemeng.8b06052&partnerID=40&md5=841541a2dc92078db0082b34718cbc72","Engineering and Physical Sciences Research Council","Dugmore, T.I.J.; Green Chemistry Centre of Excellence, Innovation Way, United Kingdom; email: tom.dugmore@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Investigating Distribution of Practice Effects for the Learning of Foreign Language Verb Morphology in the Young Learner Classroom",2019,"Modern Language Journal","10.1111/modl.12586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065435133&doi=10.1111%2fmodl.12586&partnerID=40&md5=24df94caa1f387bf3b38a612ac2a1cec","",,"English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Genetic architecture of glucosinolate variation in Brassica napus",2019,"Journal of Plant Physiology","10.1016/j.jplph.2019.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067974104&doi=10.1016%2fj.jplph.2019.06.001&partnerID=40&md5=7d0e9cf33c9a8dbb51e1483ba8ff2fff","University of York; Wellcome Trust; Biotechnology and Biological Sciences Research Council","Bancroft, I.; Department of Biology, Heslington, United Kingdom; email: ian.bancroft@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Examining customer perception and behaviour through social media research – An empirical study of the United Airlines overbooking crisis",2019,"Transportation Research Part E: Logistics and Transportation Review","10.1016/j.tre.2019.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066122934&doi=10.1016%2fj.tre.2019.05.004&partnerID=40&md5=7f5a3c9c2b132159156a0ae024815358",,"Tse, Y.K.; The York Management School, United Kingdom; email: mike.tse@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Dependence on plasma shape and plasma fueling for small edge-localized mode regimes in TCV and ASDEX Upgrade",2019,"Nuclear Fusion","10.1088/1741-4326/ab2211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070909412&doi=10.1088%2f1741-4326%2fab2211&partnerID=40&md5=a6fcfbe80b5de0d1cc2a0b063f52ae10","Horizon 2020 Framework Programme","Labit, B.; Ecole Polytechnique Fédérale de Lausanne (EPFL), Switzerland; email: benoit.labit@epfl.ch","English",Article,"All Open Access, Green",Scopus
"Face Frontalization Using an Appearance-Flow-Based Convolutional Neural Network",2019,"IEEE Transactions on Image Processing","10.1109/TIP.2018.2883554Y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057809998&doi=10.1109%2fTIP.2018.2883554Y&partnerID=40&md5=0c9331eda98403266756412604cfcb70","National Natural Science Foundation of China; Fundamental Research Funds for the Central Universities; Fundamental Research Funds for Central Universities of the Central South University","Wang, B.; Xiamen UniversityChina; email: wangbz@xmu.edu.cn","English",Article,"",Scopus
"A centrality measure for urban networks based on the eigenvector centrality concept",2019,"Environment and Planning B: Urban Analytics and City Science","10.1177/2399808317724444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041830167&doi=10.1177%2f2399808317724444&partnerID=40&md5=7499dfd8bfed93639a3401271d1b0db1","","Tortosa, L.; Universitat d’Alacant, Carretera de Sant Vicente del Raspeig, s/n, Spain; email: tortosa@ua.es","English",Article,"All Open Access, Green",Scopus
"Exploring Self-Repair in a Coupled Spiking Astrocyte Neural Network",2019,"IEEE Transactions on Neural Networks and Learning Systems","10.1109/TNNLS.2018.2854291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050974272&doi=10.1109%2fTNNLS.2018.2854291&partnerID=40&md5=aa9fb930641c32350a8a9f51b538e878","Engineering and Physical Sciences Research Council","Liu, J.; School of Computing, United Kingdom; email: j.liu1@ulster.ac.uk","English",Article,"All Open Access, Green",Scopus
"‘Get out of Traian Square!’: Roma Stigmatization as a Mobilizing Tool for the Far Right in Timişoara, Romania",2019,"International Journal of Urban and Regional Research","10.1111/1468-2427.12775","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067346484&doi=10.1111%2f1468-2427.12775&partnerID=40&md5=5e7d0372ec02794ebce3da1f4a3c59f2",,,"English",Article,"All Open Access, Green",Scopus
"Ag(i) complex design affording intense phosphorescence with a landmark lifetime of over 100 milliseconds",2019,"Dalton Transactions","10.1039/c8dt04078h","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061865103&doi=10.1039%2fc8dt04078h&partnerID=40&md5=c510903072ef93c1d147ffece45ef9fe","Horizon 2020 Framework Programme; European Research Council","Czerwieniec, R.; Institute fur Physikalische und Theoretische Chemie, Universitätsstrasse 31, Germany; email: rafal.czerwieniec@ur.de","English",Article,"",Scopus
"Integrable Coupled σ Models",2019,"Physical Review Letters","10.1103/PhysRevLett.122.041601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061015630&doi=10.1103%2fPhysRevLett.122.041601&partnerID=40&md5=756b7794a82389786771b58566669dac","Agence Nationale de la Recherche",,"English",Article,"All Open Access, Hybrid Gold, Green",Scopus
