Title,Year,Source title,DOI,Link,Funding Details,Correspondence Address,Language of Original Document,Document Type,Open Access,Source
"Patients with surgical wounds healing by secondary intention: A prospective, cohort study",2019,"International Journal of Nursing Studies","10.1016/j.ijnurstu.2018.09.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055113099&doi=10.1016%2fj.ijnurstu.2018.09.011&partnerID=40&md5=ff13866aa02469a4b3ce200deebe090a","National Institute for Health Research","Arundel, C.; York Trials Unit, Heslington, United Kingdom; email: catherine.arundel@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Systematic literature review on the delays in the diagnosis and misdiagnosis of cluster headache",2019,"Neurological Sciences","10.1007/s10072-018-3598-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055088320&doi=10.1007%2fs10072-018-3598-5&partnerID=40&md5=8241e69a63962fa73a2c5a4bc7f09982",,"Buture, A.; Department of Neurology, United Kingdom; email: Alina.buture@hey.nhs.uk","English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"'A Friend in the Corner': supporting people at home in the last year of life via telephone and video consultation-an evaluation",2019,"BMJ supportive & palliative care","10.1136/bmjspcare-2015-001016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075984736&doi=10.1136%2fbmjspcare-2015-001016&partnerID=40&md5=2e66e0908a1d18a8f1c4c57331158d4d",,,"English",Article,"All Open Access, Green",Scopus
"Oral modified release morphine for breathlessness in chronic heart failure: a randomized placebo-controlled trial",2019,"ESC Heart Failure","10.1002/ehf2.12498","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070488509&doi=10.1002%2fehf2.12498&partnerID=40&md5=ad1dc92ff8a566a673b62b7f3a4da7ce","National Institute for Health Research; British Heart Foundation","Johnson, M.J.; Wolfson Palliative Care Research Centre, United Kingdom; email: miriam.johnson@hyms.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Reduced Iron in Diabetic Wounds: An Oxidative Stress-Dependent Role for STEAP3 in Extracellular Matrix Deposition and Remodeling",2019,"Journal of Investigative Dermatology","10.1016/j.jid.2019.05.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070716594&doi=10.1016%2fj.jid.2019.05.014&partnerID=40&md5=a6c34bf40e9870bedd95d0b367824671","Medical Research Council; University of Manchester","Hardman, M.J.; Centre for Atherothrombosis and Metabolic Disease, Daisy Building (2nd Floor), Castle Hill Hospital, Hull, United Kingdom; email: m.hardman@hull.ac.uk","English",Article,"All Open Access, Bronze, Green",Scopus
"Mutual detection of Kaposi's sarcoma-associated herpesvirus and Epstein–Barr virus in blood and saliva of Cameroonians with and without Kaposi's sarcoma",2019,"International Journal of Cancer","10.1002/ijc.32546","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069938455&doi=10.1002%2fijc.32546&partnerID=40&md5=04d317c547b5a0ba7acdfa78a223a1ff","National Institutes of Health; National Cancer Institute; National Institute of Allergy and Infectious Diseases","Whitby, D.; Viral Oncology Section, United States; email: whitbyd@mail.nih.gov","English",Article,"All Open Access, Bronze",Scopus
"The future of computing and wisdom: Insights from Human–Computer Interaction",2019,"Futures","10.1016/j.futures.2019.06.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071224447&doi=10.1016%2fj.futures.2019.06.006&partnerID=40&md5=4cb9fbabaaa1c625cd4bcc45bdafb331",,"Pargman, D.S.; KTH Royal Institute of Technology, Sweden; email: pargman@kth.se","English",Article,"All Open Access, Green",Scopus
"Using polygenic profiles to predict variation in language and psychosocial outcomes in early and middle childhood",2019,"Journal of Speech, Language, and Hearing Research","10.1044/2019_JSLHR-L-19-0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072543758&doi=10.1044%2f2019_JSLHR-L-19-0001&partnerID=40&md5=2d2489be14b5bd9442ac180acba27063","King’s College London; Wellcome Trust; LEGO Foundation; Medical Research Council; Arts and Humanities Research Council; Economic and Social Research Council; National Institute for Health and Care Research; University of Bristol","Toseeb, U.; Department of Education, United Kingdom; email: umar.toseeb@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Retrieval of individual patient data depended on study characteristics: a randomized controlled trial",2019,"Journal of Clinical Epidemiology","10.1016/j.jclinepi.2019.05.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068008314&doi=10.1016%2fj.jclinepi.2019.05.031&partnerID=40&md5=bdb9887fd17516c4b6e9dcb5ef1126ed","Canadian Institutes of Health Research; Medical Research Council; Center of Innovation Program","Veroniki, A.A.; Department of Primary Education, Greece; email: averonik@cc.uoi.gr","English",Article,"All Open Access, Bronze, Green",Scopus
"Toward a unified terminology of processing levels for low-cost air-quality sensors",2019,"Environmental Science and Technology","10.1021/acs.est.9b03950","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070645384&doi=10.1021%2facs.est.9b03950&partnerID=40&md5=a72f8ce946f86fd7b6a8263ececbd539","Natural Environment Research Council","Schneider, P.; NILU - Norwegian Institute for Air Research, PO Box 100, Norway; email: ps@nilu.no","English",Note,"All Open Access, Bronze, Green",Scopus
"Secondary product creation potential (SPCP): A metric for assessing the potential impact of indoor air pollution on human health",2019,"Environmental Science: Processes and Impacts","10.1039/c9em00140a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070555781&doi=10.1039%2fc9em00140a&partnerID=40&md5=b048b2f72e7f67682a38c8efcd998ad5","Alfred P. Sloan Foundation","Carslaw, N.; Department of Environment and Geography, United Kingdom; email: nicola.carslaw@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Pragmatic randomized controlled trial of a web-based intervention for alcohol use among Brazilian college students: Motivation as a moderating effect",2019,"Drug and Alcohol Dependence","10.1016/j.drugalcdep.2019.02.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066919648&doi=10.1016%2fj.drugalcdep.2019.02.021&partnerID=40&md5=f27ba7bb6056e69b0fd741fbce5c91ea","Fundação de Amparo à Pesquisa do Estado de São Paulo; Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; Conselho Nacional de Desenvolvimento Científico e Tecnológico; Associação Fundo de Incentivo à Pesquisa","Bedendo, A.; Department of Psychobiology, Rua Botucatu, 862 – 1º Andar, Vila Clementino, Brazil; email: andre.bedendo@unifesp.br","English",Article,"",Scopus
"The disentanglement of the neural and experiential complexity of self-generated thoughts: A users guide to combining experience sampling with neuroimaging data",2019,"NeuroImage","10.1016/j.neuroimage.2019.02.034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062490534&doi=10.1016%2fj.neuroimage.2019.02.034&partnerID=40&md5=b934510ca97690c3630163eb04a88f25","Horizon 2020 Framework Programme; European Research Council","Riby, L.M.; Department of Psychology, Northumberland road, United Kingdom; email: leigh.riby@northumbria.ac.uk","English",Review,"All Open Access, Green",Scopus
"Effectiveness of Online Cancer Education for Nurses and Allied Health Professionals; a Systematic Review Using Kirkpatrick Evaluation Framework",2019,"Journal of Cancer Education","10.1007/s13187-017-1308-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037707904&doi=10.1007%2fs13187-017-1308-2&partnerID=40&md5=cb965fda2048388334f80d49003844b0",,"Campbell, K.; Edinburgh Napier UniversityUnited Kingdom; email: k.campbell@napier.ac.uk","English",Article,"All Open Access, Green",Scopus
"A multi-level, multi-jurisdictional strategy: Transnational tobacco companies’ attempts to obstruct tobacco packaging restrictions",2019,"Global Public Health","10.1080/17441692.2018.1446997","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043351049&doi=10.1080%2f17441692.2018.1446997&partnerID=40&md5=e5825717734620de9f80388511840b1b","National Institutes of Health; National Cancer Institute","Hawkins, B.; Department of Global Health and Development, United Kingdom; email: ben.hawkins@lshtm.ac.uk","English",Article,"All Open Access, Green",Scopus
"Systematic review of systematic reviews for effectiveness of internal fixation for flail chest and rib fractures in adults",2019,"BMJ Open","10.1136/bmjopen-2018-023444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063887574&doi=10.1136%2fbmjopen-2018-023444&partnerID=40&md5=4efc615a65a071fb410d4aba6d0d3377","National Institute for Health Research; Orthopaedic Research UK","Ingoe, H.M.; York Trials Unit, United Kingdom; email: helen.ingoe@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Sustainability gridlock in a global agricultural commodity chain: Reframing the soy–meat food system",2019,"Sustainable Production and Consumption","10.1016/j.spc.2019.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062038387&doi=10.1016%2fj.spc.2019.01.003&partnerID=40&md5=ad1d70e8938190ea5988f2b45b801ea6","UK Research and Innovation; Australian Research Council; WWF International","Virah-Sawmy, M.; Humboldt-Universität zu Berlin. Department of Geography, Rudower Chaussee 16, Germany; email: malikavs@gmail.com","English",Article,"All Open Access, Green",Scopus
"Urban freshwaters, biodiversity, and human health and well-being: Setting an interdisciplinary research agenda",2019,"Wiley Interdisciplinary Reviews: Water","10.1002/WAT2.1339","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079323935&doi=10.1002%2fWAT2.1339&partnerID=40&md5=6ebdb12e4dcc0a37318daf5a553c32a3","University of York; Environment Agency; National Trust for Historic Preservation; Natural Environment Research Council; University of Exeter","Higgins, S.L.; European Centre for Environment and Human Health, Truro Campus, Knowledge Spa, United Kingdom; email: s.higgins@exeter.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"‘If someone donates $1000, they support you. If they donate $100 000, they have bought you’. Mixed methods study of tobacco, alcohol and gambling industry donations to Australian political parties",2019,"Drug and Alcohol Review","10.1111/dar.12878","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057339838&doi=10.1111%2fdar.12878&partnerID=40&md5=728a9fc70197854abee0ba1c95471579","Australian Research Council","Kypri, K.; School of Medicine and Public Health, Australia; email: kypros.kypri@newcastle.edu.au","English",Article,"All Open Access, Green",Scopus
"Using behaviour change theory to train health workers on tobacco cessation support for tuberculosis patients: A mixed-methods study in Bangladesh, Nepal and Pakistan",2019,"BMC Health Services Research","10.1186/s12913-019-3909-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060522499&doi=10.1186%2fs12913-019-3909-4&partnerID=40&md5=12dc4dbf94103040f249b1545a4189b7","Horizon 2020 Framework Programme","Elsey, H.; Leeds Institute of Health Sciences, Clarendon Way, United Kingdom; email: H.Elsey@leeds.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Parietal low beta rhythm provides a dynamical substrate for a working memory buffer",2019,"Proceedings of the National Academy of Sciences of the United States of America","10.1073/pnas.1902305116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070724842&doi=10.1073%2fpnas.1902305116&partnerID=40&md5=3d8a53b4efc9b509074a833fca027426","National Science Foundation; Wellcome Trust","Kopell, N.J.; Department of Mathematics and Statistics, United States; email: nk@bu.edu","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Practical guidance for the management of inflammatory bowel disease in patients with cancer. Which treatment?",2019,"Therapeutic Advances in Gastroenterology","10.1177/1756284818817293","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059621417&doi=10.1177%2f1756284818817293&partnerID=40&md5=06cd63340e167c30ec5147e51f026f17",,"Sebastian, S.; Hull and East Yorkshire Hospitals NHS Trust, Anlaby Road, United Kingdom; email: Shaji.Sebastian@hey.nhs.uk","English",Review,"All Open Access, Gold, Green",Scopus
"Economic Evaluation for Health Investments En Route to Universal Health Coverage: Cost-Benefit Analysis or Cost-Effectiveness Analysis?",2019,"Value in Health","10.1016/j.jval.2018.06.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050373654&doi=10.1016%2fj.jval.2018.06.005&partnerID=40&md5=54304cd7c9f2c55342b829c25c2e8e22",,"Culyer, A.J.; Department of Economics and Related Studies and Centre for Health Economics, United Kingdom; email: tony.culyer@york.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"The problem of detecting long-term forgetting: Evidence from the Crimes Test and the Four Doors Test",2019,"Cortex","10.1016/j.cortex.2018.01.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042667581&doi=10.1016%2fj.cortex.2018.01.017&partnerID=40&md5=9f0811d94eb9d4e9a747358340e57b79",,"Baddeley, A.; Department of Psychology, Heslington, United Kingdom; email: ab50@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Composition and variability of gaseous organic pollution in the port megacity of Istanbul: Source attribution, emission ratios, and inventory evaluation",2019,"Atmospheric Chemistry and Physics","10.5194/acp-19-15131-2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076695110&doi=10.5194%2facp-19-15131-2019&partnerID=40&md5=979c1754b14ddf9048aacc723ce881ae","Agence Nationale de la Recherche; Abant Izzet Baysal Üniversitesi; Centre National d’Etudes Spatiales; Türkiye Bilimsel ve Teknolojik Araştirma Kurumu; Commissariat à l'Énergie Atomique et aux Énergies Alternatives; Agence de la transition écologique","Thera, B.T.P.; Université Clermont Auvergne, France; email: baye_toulaye_pehan.thera@uca.fr","English",Article,"All Open Access, Gold, Green",Scopus
"Folate and Inflammation – links between folate and features of inflammatory conditions",2019,"Journal of Nutrition and Intermediary Metabolism","10.1016/j.jnim.2019.100104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075440363&doi=10.1016%2fj.jnim.2019.100104&partnerID=40&md5=c67c7be54af69c4e5827cfbb06d3278d","National Health and Medical Research Council; Hunter Medical Research Institute; Cooperative Research Centres, Australian Government Department of Industry","Jones, P.; School of Environmental & Life Sciences, Australia; email: Patrice.Jones@uon.edu.au","English",Article,"All Open Access, Gold, Green",Scopus
"Distinct individual differences in default mode network connectivity relate to off-task thought and text memory during reading",2019,"Scientific Reports","10.1038/s41598-019-52674-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074707754&doi=10.1038%2fs41598-019-52674-9&partnerID=40&md5=758cdab0171a97533c32b5f85a7586e9","Horizon 2020 Framework Programme; H2020 European Research Council; European Research Council; China Scholarship Council","Zhang, M.; Department of Psychology, United Kingdom; email: mz1180@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Patterns and predictors of e-cigarette, cigarette and dual use uptake in UK adolescents: evidence from a 24-month prospective study",2019,"Addiction","10.1111/add.14723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070249821&doi=10.1111%2fadd.14723&partnerID=40&md5=12574b1ce32c89ab5265ce2829445607","Manchester Biomedical Research Centre; Medical Research Council; Research Councils UK; UK-India Education and Research Initiative; NIHR Greater Manchester Patient Safety Translational Research Centre","Conner, M.; School of Psychology, United Kingdom; email: m.t.conner@leeds.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Using social network analysis of mixedspecies groups in African savannah herbivores to assess how community structure responds to environmental change",2019,"Philosophical Transactions of the Royal Society B: Biological Sciences","10.1098/rstb.2019.0009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070709893&doi=10.1098%2frstb.2019.0009&partnerID=40&md5=b9fa87e6c88b36041a129065920766bb","Natural Environment Research Council","Bro-Jørgensen, J.; Mammalian Behaviour and Evolution Group, United Kingdom; email: bro@liv.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Alcohol screening and assessment measures for young people: A systematic review and meta-analysis of validation studies",2019,"Drug and Alcohol Dependence","10.1016/j.drugalcdep.2019.01.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068444680&doi=10.1016%2fj.drugalcdep.2019.01.030&partnerID=40&md5=b4cd118e5184ce71e7b26152e08eddcf","Society for the Study of Addiction","Toner, P.; School of Psychology, David Keir Building, 18-30 Malone Road, United Kingdom; email: p.toner@qub.ac.uk","English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Which outcome domains are important in palliative care and when? An international expert consensus workshop, using the nominal group technique",2019,"Palliative Medicine","10.1177/0269216319854154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067860471&doi=10.1177%2f0269216319854154&partnerID=40&md5=36a1dc526997bfe346dd02efb469a7f4","National Institute for Health Research; Guy's and St Thomas' Charity","de Wolf-Linder, S.; School of Health Professions, Switzerland; email: susanne.1.de_wolf@kcl.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Oral melatonin for non-respiratory sleep disturbance in children with neurodisabilities: systematic review and meta-analyses",2019,"Developmental Medicine and Child Neurology","10.1111/dmcn.14157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060845214&doi=10.1111%2fdmcn.14157&partnerID=40&md5=944969769b8e64b9a8f8ded454d19cad","National Institute for Health Research; Health Technology Assessment Programme","Mcdaid, C.; York Trials Unit, United Kingdom; email: catriona.mcdaid@york.ac.uk","English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Aromatherapy, massage and reflexology: A systematic review and thematic synthesis of the perspectives from people with palliative care needs",2019,"Palliative Medicine","10.1177/0269216319846440","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065529527&doi=10.1177%2f0269216319846440&partnerID=40&md5=a39c72d7d228885ef268e29092a762cc","Marie Curie; Alzheimer’s Society","Armstrong, M.; Marie Curie Palliative Care Research Department, United Kingdom; email: Megan.armstrong@ucl.ac.uk","English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Psychometric Properties of Parent–Child (0–5 years) Interaction Outcome Measures as Used in Randomized Controlled Trials of Parent Programs: A Systematic Review",2019,"Clinical Child and Family Psychology Review","10.1007/s10567-019-00275-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061230557&doi=10.1007%2fs10567-019-00275-3&partnerID=40&md5=47beeb56a12d99b00dac82284721414f","National Institute for Health Research; Public Health Research Programme","Gridley, N.; School of Education, United Kingdom; email: n.gridley@leedsbeckett.ac.uk","English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Baseline testing in cluster randomised controlled trials: Should this be done?",2019,"BMC Medical Research Methodology","10.1186/s12874-019-0750-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065927983&doi=10.1186%2fs12874-019-0750-8&partnerID=40&md5=cd0fa0ad3a7c5b1a5672b318a44c8c13",,"Torgerson, D.J.; Department of Health Sciences, United Kingdom; email: david.torgerson@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Potential determinants of health system efficiency: Evidence from Latin America and the Caribbean",2019,"PLoS ONE","10.1371/journal.pone.0216620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065755967&doi=10.1371%2fjournal.pone.0216620&partnerID=40&md5=4c1117c1af72c19e76f5eba60e590830","Inter-American Development Bank","Moreno-Serra, R.; Centre for Health Economics, United Kingdom; email: rodrigo.morenoserra@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Modeling Glycan Processing Reveals Golgi-Enzyme Homeostasis upon Trafficking Defects and Cellular Differentiation",2019,"Cell Reports","10.1016/j.celrep.2019.03.107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064428399&doi=10.1016%2fj.celrep.2019.03.107&partnerID=40&md5=1a492d0ef8d189b695e656885e03b815","Princeton University; University of York; Engineering and Physical Sciences Research Council; Biotechnology and Biological Sciences Research Council; University of Manchester; John Innes Foundation","Thomas-Oates, J.; Department of Chemistry and Centre of Excellence in Mass Spectrometry, United Kingdom; email: jane.thomas-oates@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Treasure troves of pharmacological tools to study transient receptor potential canonical 1/4/5 channels",2019,"British Journal of Pharmacology","10.1111/bph.14578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062694897&doi=10.1111%2fbph.14578&partnerID=40&md5=ad367f6718ea3ec924e0e363aabc48aa",,"Rubaiy, H.N.; Centre for Atherothrombosis and Metabolic Disease, United Kingdom; email: h.rubaiy@hull.ac.uk","English",Review,"All Open Access, Bronze, Green",Scopus
"Finding a ‘new normal’ following acute illness: A qualitative study of influences on frail older people’s care preferences",2019,"Palliative Medicine","10.1177/0269216318817706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059566977&doi=10.1177%2f0269216318817706&partnerID=40&md5=d88b6ffb5e705150ddf85b2415836c32","Atlantic Philanthropies; National Institute for Health and Care Research","Etkind, S.N.; Cicely Saunders Institute, United Kingdom; email: simon.etkind@kcl.ac.uk","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Platelet releasate promotes skeletal myogenesis by increasing muscle stem cell commitment to differentiation and accelerates muscle regeneration following acute injury",2019,"Acta Physiologica","10.1111/apha.13207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056483374&doi=10.1111%2fapha.13207&partnerID=40&md5=034772bb93a2c1c02bc506037324d300","National Cancer Institute; Comunidad de Madrid; British Heart Foundation; Royal Society; European Commission; Ministerio de Economía y Competitividad; Seventh Framework Programme; European Regional Development Fund","Matsakas, A.; Molecular Physiology Laboratory, United Kingdom; email: Antonios.Matsakas@hyms.ac.uk","English",Article,"All Open Access, Green",Scopus
"""Struggling with practices"" - A qualitative study of factors influencing the implementation of clinical quality registries for cardiac rehabilitation in England and Denmark",2019,"BMC Health Services Research","10.1186/s12913-019-3940-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061153418&doi=10.1186%2fs12913-019-3940-5&partnerID=40&md5=75613cf964f41528e4fcd7f85c8d0805","Odense Universitetshospital; Syddansk Universitet; Region Sjælland","Egholm, C.L.; Danish Knowledge Centre for Rehabilitation and Palliative Care, Vestergade 17, Denmark; email: ance@regionsjaelland.dk","English",Article,"All Open Access, Gold, Green",Scopus
"‘That is not facilitating peaceful protest. That is dismantling the protest’: anti-fracking protesters’ experiences of dialogue policing and mass arrest",2019,"Policing and Society","10.1080/10439463.2017.1319365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018166382&doi=10.1080%2f10439463.2017.1319365&partnerID=40&md5=1b788bc53d448d5b48f591b8744affdb",,"Gilmore, J.; York Law School, United Kingdom; email: joanna.gilmore@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Imaging tests for the detection of osteomyelitis: A systematic review",2019,"Health Technology Assessment","10.3310/hta23610","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075614197&doi=10.3310%2fhta23610&partnerID=40&md5=deeeb7870783d60386f6193b146d6ffd","National Institute for Health and Care Research; Health Technology Assessment Programme","Simmondso, M.; Centre for Reviews and Dissemination, United Kingdom; email: mark.simmonds@york.ac.uk","English",Review,"All Open Access, Bronze, Green",Scopus
"Inhaled corticosteroids and placebo treatment effects in adult patients with cough: A systematic review and meta-analysis",2019,"Allergy, Asthma and Immunology Research","10.4168/aair.2019.11.6.856","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075505529&doi=10.4168%2faair.2019.11.6.856&partnerID=40&md5=529644edd32e7f54d586c048fcc89807",,"Song, W.-J.; Department of Allergy and Clinical Immunology, 88 Olympic-ro 43-gil, South Korea; email: swj0126@amc.seoul.kr","English",Review,"All Open Access, Green",Scopus
"Smart textiles in wound care: Functionalization of cotton/PET blends with antimicrobial nanocapsules",2019,"Journal of Materials Chemistry B","10.1039/c9tb01474h","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074305739&doi=10.1039%2fc9tb01474h&partnerID=40&md5=4c317d1c50f90f91d425beeecfd8ff20","Horizon 2020 Framework Programme; Austrian Science Fund; NÖ Forschungs- und Bildungsges.m.b.H.; ","Pellis, A.; University of Natural Resources and Life Sciences, Konrad-Lorenz-Strasse 20, Austria; email: alessandro.pellis@boku.ac.at","English",Article,"",Scopus
"Antibiotic export: Transporters involved in the final step of natural product production",2019,"Microbiology (United Kingdom)","10.1099/mic.0.000794","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070852206&doi=10.1099%2fmic.0.000794&partnerID=40&md5=0190f75b6a9e23f61adae4e8164a7c49","Horizon 2020 Framework Programme","Severi, E.; Department of Biology, Wentworth Way, United Kingdom; email: emmanuele.severi@york.ac.uk","English",Review,"All Open Access, Hybrid Gold, Green",Scopus
"Depression predicts emergency care use in people with chronic obstructive pulmonary disease: A large cohort study in primary care",2019,"International Journal of COPD","10.2147/COPD.S179109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070354734&doi=10.2147%2fCOPD.S179109&partnerID=40&md5=4068cbcceee42ace7a51ddb6a34ef8b6","National Institute for Health Research","Blakemore, A.; Division of Nursing, Oxford Road, United Kingdom; email: amy.blakemore@manchester.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Update on the pathophysiology of cluster headache: Imaging and neuropeptide studies",2019,"Journal of Pain Research","10.2147/JPR.S175312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060130205&doi=10.2147%2fJPR.S175312&partnerID=40&md5=007b67f2e59c6efba06110807bc5ea0d",,"Buture, A.; Department of Neurology, Anlaby Road, United Kingdom; email: alina.buture@hey.nhs.uk","English",Review,"All Open Access, Gold, Green",Scopus
"Assessing the impact of retraction on the citation of randomized controlled trial reports: an interrupted time-series analysis",2019,"Journal of Health Services Research and Policy","10.1177/1355819618797965","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055528545&doi=10.1177%2f1355819618797965&partnerID=40&md5=73ddfa0c65c787cf7cc0fe61064e5288",,"Mott, A.; Trials Support Officer, United Kingdom; email: andrew.mott@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Financing intersectoral action for health: A systematic review of co-financing models",2019,"Globalization and Health","10.1186/s12992-019-0513-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076832011&doi=10.1186%2fs12992-019-0513-7&partnerID=40&md5=3c9920362e95f5a63bf62d4e98bf9fec","University of York; London School of Hygiene and Tropical Medicine; Department for International Development","Vijayasingham, L.; United Nations University-International Institute for Global HealthMalaysia; email: vijayasingham@unu.edu","English",Article,"All Open Access, Gold, Green",Scopus
"Impact of family practice continuity of care on unplanned hospital use for people with serious mental illness",2019,"Health Services Research","10.1111/1475-6773.13211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074035921&doi=10.1111%2f1475-6773.13211&partnerID=40&md5=6b0246fa025abb386e7a8863424ce292","National Institute for Health Research; Department of Health, Australian Government","Ride, J.; Health Economics Unit, Australia; email: jemimah.ride@unimelb.edu.au","English",Article,"All Open Access, Hybrid Gold, Green",Scopus
"Sleep Preserves Physiological Arousal in Emotional Memory",2019,"Scientific Reports","10.1038/s41598-019-42478-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064341915&doi=10.1038%2fs41598-019-42478-2&partnerID=40&md5=62b1f2e7e7d1aeb3c4141f99a3eadd33","Medical Research Council","Cairney, S.A.; Department of Psychology, United Kingdom; email: scott.cairney@york.ac.uk","English",Article,"All Open Access, Gold, Green",Scopus
"Degrees of lateralisation in semantic cognition: Evidence from intrinsic connectivity",2019,"NeuroImage","10.1016/j.neuroimage.2019.116089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070783482&doi=10.1016%2fj.neuroimage.2019.116089&partnerID=40&md5=85c1f3aa9a65e360d822ec6a1e61739c","Horizon 2020 Framework Programme; Science and Technology Facilities Council; European Research Council","Jefferies, E.; Department of Psychology, United Kingdom; email: beth.jefferies@york.ac.uk","English",Article,"All Open Access, Green",Scopus
"Recent advances in understanding Japanese encephalitis [version 1; peer review: 2 approved]",2019,"F1000Research","10.12688/f1000research.19693.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075332786&doi=10.12688%2ff1000research.19693.1&partnerID=40&md5=d7296b196ea767c01718f86c4a5738fc","Department of Biotechnology, Government of West Bengal","Tripathi, A.; Leeds Children’s Hospital, United Kingdom; email: arup@rcb.res.in","English",Review,"All Open Access, Gold, Green",Scopus
